Date,Decreased?,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,V1_Vaccine Prioritisation (summary),V2_Vaccine Availability (summary),V3_Vaccine Financial Support (summary),% of recommended policies adopted
2/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.125
3/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.11764705882352941
4/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.125
5/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.13333333333333333
6/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.13333333333333333
7/1/2021,1,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.13333333333333333
8/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.13333333333333333
9/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,L,,,LMatched,L,0.13333333333333333
10/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.07142857142857142
11/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.06666666666666667
12/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.06666666666666667
13/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.07142857142857142
14/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.07142857142857142
15/1/2021,0,,,,,,,,,,,LMatched,,,,,,,,,,,,,0.06666666666666667
11/3/2021,0,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
12/3/2021,0,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
13/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
14/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
15/3/2021,0,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.3333333333333333
16/3/2021,0,,,,,,U,,,,,LMatched,,,,,,,,L,,L,LMatched,,0.5
17/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.5
18/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.5
19/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.5
20/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
21/3/2021,1,,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
22/3/2021,1,L,,,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.3333333333333333
23/3/2021,1,L,U,U,,,U,,,,,LMatched,,,,,,,,L,,L,L,,0.5
24/3/2021,1,L,U,U,,,U,,,,,LMatched,,,,,,,,L,,L,L,,1.0
25/3/2021,1,L,U,U,,,U,,,,,LMatched,,,,,L,L,,L,,L,L,,1.0
26/3/2021,1,L,U,U,,,U,,,,,LMatched,,,,,L,L,,,,L,L,,1.0
9/5/2021,0,U,,,,,LMatched,U,,U,,,,,,,,,,L,,,,,0.16666666666666666
10/5/2021,0,U,,,,,LMatched,U,,U,,,,,,,,,,L,,,L,,0.2
11/5/2021,0,U,,,,,LMatched,U,,U,,,,,,,,,,L,,,L,,0.25
27/5/2021,0,U,U,U,,U,LMatched,U,,U,,,,,,,,,U,L,U,,L,,0.25
28/5/2021,0,U,U,U,,U,LMatched,U,,U,,,,,,,,,U,L,U,,L,,0.25
14/6/2021,0,L,U,U,,U,U,LMatched,U,,,,,,,,,,U,,U,U,U,U,0.3333333333333333
15/6/2021,0,L,,,,U,U,LMatched,U,,,,,,,,,,U,,U,U,U,U,0.3333333333333333
16/6/2021,0,L,L,L,,U,U,LMatched,U,,,,,,,,,,U,,U,U,U,U,0.5
17/6/2021,0,L,L,L,,U,U,LMatched,U,,,,,,,,,,U,,U,U,U,U,0.2
18/6/2021,1,L,L,L,,U,U,LMatched,U,,,,,,,,,,U,,U,U,U,U,0.2
19/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.4
20/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.4
21/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.4
22/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.3333333333333333
23/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.4
24/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,UMatched,0.4
25/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,U,0.25
26/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,U,0.3333333333333333
27/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,U,0.3333333333333333
28/6/2021,0,,L,L,,,,LMatched,U,,,,,,,,,,,,,U,U,U,0.3333333333333333
29/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,L,U,U,U,0.3333333333333333
30/6/2021,1,,L,L,,,,LMatched,U,,,,,,,,,,,,L,U,U,U,0.3333333333333333
1/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,U,U,0.3333333333333333
2/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,U,U,0.3333333333333333
3/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,U,UMatched,0.18181818181818182
4/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,,,0.09090909090909091
5/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,,,0.3333333333333333
6/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,,,0.09090909090909091
7/7/2021,1,,L,L,,,,LMatched,L,,,,,,,,,,,,L,U,,,0.09090909090909091
8/7/2021,1,,L,L,UMatched,,,LMatched,L,,,,,,,,,,,,L,U,,,0.18181818181818182
9/7/2021,1,,,,UMatched,,,LMatched,L,,,,,,,,,,,,L,U,,,0.18181818181818182
10/7/2021,1,,U,U,UMatched,,,LMatched,L,,,,,,,,,,,,L,U,,,0.18181818181818182
11/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.09090909090909091
12/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.09090909090909091
13/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.07692307692307693
14/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.07692307692307693
15/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.07692307692307693
16/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,L,,,,0.07692307692307693
17/7/2021,1,,U,U,UMatched,,,,L,,,,,,,,,,,,LMatched,,,,0.2
18/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.09090909090909091
19/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.07142857142857142
20/7/2021,1,,UMatched,UMatched,UMatched,,,,,,,,,,,,,,,,LMatched,,,,0.2
21/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.08333333333333333
22/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.08333333333333333
23/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.08333333333333333
24/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,LMatched,,,,0.14285714285714285
25/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,L,,,,0.1
26/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.08333333333333333
27/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.09090909090909091
28/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.1
29/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.09090909090909091
30/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.09090909090909091
31/7/2021,1,,U,U,UMatched,,,,,,,,,,,,,,,,U,,,,0.1
1/8/2021,1,,U,U,UMatched,,,,,,U,,,,,,,,,,U,,,,0.09090909090909091
2/8/2021,1,,U,U,UMatched,,,,,,U,,,,,,,,,,U,,,,0.09090909090909091
3/8/2021,1,,U,U,UMatched,,,,,,U,,,,,,,,,,U,,,,0.1111111111111111
7/8/2021,1,,,,,,,,,,UMatched,,,,,,,,,,U,,,,0.06666666666666667
13/8/2021,1,,L,,L,,,,,,UMatched,,,,,,,,,,U,,,,0.09090909090909091
14/8/2021,1,,L,,L,,,,,,UMatched,,,,,,,,,,U,,,,0.0625
