,username,retweets,likes,text,hashtags,time
37,CDCgov,181,347,"If you got all recommended doses of a #COVID19 vaccine authorized by @US_FDA or listed for emergency use by @WHO, you do not need an additional dose at this time, unless you have a weakened immune system. Learn more: https://t.co/6GrEaHViI9. https://t.co/ltQ7WJSVU8",['COVID19'],2021-09-12 15:00:00
47,CDCgov,202,392,"#VaxFact: mRNA #COVID19 vaccines work differently than other types of vaccines, but they still work to trigger an immune response in your body and help protect you from COVID-19, especially severe illness, hospitalization, and death.

More vaccine facts: https://t.co/c3T9VAF5Ce. https://t.co/FSmQo3y3Ir","['VaxFact', 'COVID19']",2021-09-10 19:25:01
48,CDCgov,106,207,"#COVID19 vaccines offer protection against COVID-19-related hospitalization &amp; emergency department and urgent care visits, even with the rise of #DeltaVariant, a new @CDCMMWR finds. Vaccination provides strong protection against severe COVID-19 illness. https://t.co/fQRCukdsxQ https://t.co/XBorngQWvb","['COVID19', 'DeltaVariant']",2021-09-10 18:55:04
50,CDCgov,144,420,"New @CDCMMWR finds mRNA #COVID19 vaccines offer protection to help prevent hospitalization from COVID-19 for veterans at VA medical centers, even during #DeltaVariant’s rapid spread. Everyone 12 years &amp; older should get a COVID-19 vaccine. Read more: https://t.co/TzIoGckvve https://t.co/ggpuh5Vchz","['COVID19', 'DeltaVariant']",2021-09-10 17:10:03
53,CDCgov,80,175,New @CDCMMWR shows how untreated wastewater is used to detect #COVID19 infection trends in communities. The National Wastewater Surveillance System serves as an early detection system for tracking the spread of the virus that causes COVID-19. https://t.co/0RXAncRZdw https://t.co/ehgNR55gu7,['COVID19'],2021-09-09 21:09:35
56,CDCgov,64,143,"VAERS is used to monitor the safety of vaccines after they’re authorized or approved for use in the U.S.

It’s one of the systems that CDC and @US_FDA use to make sure that #COVID19 vaccines are safe. 

More: https://t.co/xSe61xvlBe. https://t.co/qLoszh5nmI",['COVID19'],2021-09-09 19:11:59
59,CDCgov,179,326,A new @CDCMMWR study finds masking and fewer encounters or less time close to persons with #COVID19 can limit the spread in university settings. #MaskUp when inside indoor public places regardless of vaccination status. https://t.co/hSaw1B6F2y https://t.co/LJO37XZXUW,"['COVID19', 'MaskUp']",2021-09-09 18:00:20
60,CDCgov,117,215,New @CDCMMWR shows adults who tested positive for #COVID19 had long-term symptoms often associated with post-COVID conditions. Getting a #vaccine can prevent COVID-19. Read more: https://t.co/AHUWYroPCJ. https://t.co/YhAwCZlxeC,"['COVID19', 'vaccine']",2021-09-09 17:10:04
61,CDCgov,1105,2227,"FACT: You should get vaccinated against #COVID19 if you’re trying to get pregnant now or in the future. No evidence to date shows that any vaccines, including COVID-19 vaccines, can cause fertility problems in men or women.

More: https://t.co/fwO2C8INWC. https://t.co/0BL3uSlxK7",['COVID19'],2021-09-09 16:00:21
62,CDCgov,99,272,"FACT: Being near someone who received a #COVID19 vaccine does not affect your menstrual cycle. Other factors like stress, changes in schedule or diet, or problems with sleep can affect your menstrual cycle.

More: https://t.co/c3T9VAF5Ce. https://t.co/e1FApKtVcC",['COVID19'],2021-09-09 16:00:20
63,CDCgov,203,453,"FACT: None of the vaccines authorized or approved for use in the United States contain live virus, so you cannot shed or release any parts of the virus that causes #COVID19 after vaccination.  

More: https://t.co/xqnuK2W1lE. https://t.co/F0PrYKnfe4",['COVID19'],2021-09-09 16:00:19
64,CDCgov,76,186,"FACT: #COVID19 vaccines don't change or interact with your DNA in any way. These vaccines deliver instructions to teach your body to build protection against COVID-19, but the material never interacts with your DNA. 

More: https://t.co/xqnuK2W1lE. https://t.co/qkO0wRb8ld",['COVID19'],2021-09-09 16:00:18
65,CDCgov,101,220,"FACT: VAERS is used to monitor the safety of #COVID19 vaccines, but most health problems reported on VAERS soon after vaccination are not actually caused by the vaccine. 

More on VAERS: https://t.co/xSe61xvlBe. https://t.co/6AA6gVZRJb",['COVID19'],2021-09-09 16:00:17
66,CDCgov,245,386,There’s a lot of information and misinformation about #COVID19 vaccines out there. Let’s bust some myths and learn some facts about COVID-19 vaccines. https://t.co/JtaMpBAQJL,['COVID19'],2021-09-09 16:00:16
67,CDCgov,26,58,"HCPs: Don’t miss today’s CDC Clinician Outreach and Communication (COCA) call, ‘2021-2022 Influenza Vaccination Recommendations and Guidance for Coadministration of #Flu and #COVID-19 Vaccines’ 2-3p EST: https://t.co/P1SvWRUeHh. #MedTwitter https://t.co/qwLVrAYenu","['Flu', 'COVID', 'MedTwitter']",2021-09-09 15:30:06
76,CDCgov,193,336,"You should still get a #COVID19 vaccine if you have had COVID-19. If you currently have COVID-19, you should wait until your symptoms have resolved and you can stop isolating. Find a vaccine near you: https://t.co/45CKgqaEiN https://t.co/X47rMoPMrV",['COVID19'],2021-09-08 20:10:00
77,CDCgov,83,128,"CDC's new SmartFind COVID-19 Vaccine ChatBot can help to quickly connect people with clear, consistent, and credible information about #COVID19 vaccines. Learn more: https://t.co/u0P8rvs50B. https://t.co/g9BZofEMa8",['COVID19'],2021-09-08 19:24:02
79,CDCgov,135,186,"In a new report using data from Colombia, scientists found that pregnant women with symptomatic #COVID19 were at higher risk of hospitalization &amp; death than nonpregnant women with symptomatic COVID-19. HCPs can inform pregnant women about how to stay safe. https://t.co/CuckBLNHfP https://t.co/W4i8cHjN9x",['COVID19'],2021-09-08 17:45:02
80,CDCgov,121,173,#COVID19 vaccines help prevent COVID-19. The vaccines do not treat or cure you if you get sick with COVID-19. Get vaccinated against COVID-19 as soon as you can. Find a vaccine: https://t.co/45CKgqaEiN https://t.co/NeeqIoxNO8,['COVID19'],2021-09-08 17:25:00
81,CDCgov,90,162,"#Parents &amp; caregivers: Check with your school to learn what plans they have in place to slow the spread of #COVID19. Talk to your children about masking, distancing, &amp; frequent handwashing so they can make choices that keep them safer at school. More:","['Parents', 'COVID19']",2021-09-08 17:10:00
87,CDCgov,159,277,"Kids have been less affected by #COVID19 compared with adults, but they can get sick from COVID-19 and spread it to others. CDC COVID Data Tracker’s new Pediatric Data page connects you to data and visualizations about kids 0–17 in the U.S. Explore: https://t.co/cSltzGoE2U. https://t.co/CWOc9cd7BO",['COVID19'],2021-09-07 21:00:10
88,CDCgov,173,406,"As of September 7, 207.6 million people have received at least one dose of a #COVID19 vaccine. Of those, 176.6 million, are fully vaccinated. Getting vaccinated is safe, easy, and free. Make your vaccination appointment today. More: https://t.co/zYLe3H12re. https://t.co/Z82dZl9GX4",['COVID19'],2021-09-07 19:43:02
90,CDCgov,58,106,"Most routine medical procedures &amp; screenings can be done before or after getting a #COVID19 vaccine. If you have questions, talk to your healthcare provider. They know you &amp; can tell you how to best protect your health. More: https://t.co/GuvhgVo9qB. https://t.co/LDGWYopnym",['COVID19'],2021-09-07 17:28:00
92,CDCgov,105,217,"Regular COVID-19 testing helps keep schools open and safe. Parents: If your school is offering regular #COVID19 testing, sign your child up. Learn more at https://t.co/2tVvXo4VXf. https://t.co/B547YerkUO",['COVID19'],2021-09-07 16:00:22
93,CDCgov,51,98,"HCPs: It is important for people who are pregnant to receive all their recommended vaccines. In this #HowIRecommend video, Dr. Pamela Rockwell, DO, explains how studies show that a strong vaccine recommendation leads to higher vaccination rates. More: https://t.co/rd1JryOmNA. https://t.co/4WOr8TNXLK",['HowIRecommend'],2021-09-07 15:00:01
95,CDCgov,145,345,"Kids learn a lot at school. Regular COVID-19 testing helps keep schools open and stop future outbreaks. Parents: If your school is offering regular #COVID19 testing, sign your kids up. Learn more at https://t.co/2tVvXo4VXf. https://t.co/PoOPg4BKJX",['COVID19'],2021-09-05 17:56:01
98,CDCgov,706,1665,"All children, vaccinated or not against #COVID19, should wear masks in K-12 schools. Make sure your child’s mask fits snugly &amp; give them extras to take with them in case they need to change theirs out. More: https://t.co/0zkbphj9At. https://t.co/k0IUUQAPDt",['COVID19'],2021-09-04 18:11:02
101,CDCgov,125,264,"Fewer cases of #COVID19 have been reported in kids (0-17) compared with adults, but kids can get sick with COVID-19 and spread it to others, even if they don’t have symptoms. Regular testing is important for a safe return to in-person learning. More: https://t.co/F4bAyObDp1. https://t.co/5qZK7IUSMW",['COVID19'],2021-09-03 20:00:19
102,CDCgov,114,160,"#Parents &amp; caregivers: Check with your school to learn what plans they have in place to slow the spread of #COVID19. Talk to your children about masking, distancing, &amp; frequent handwashing so they can make choices that keep them safer at school. More: https://t.co/lBbMr00fuG.","['Parents', 'COVID19']",2021-09-03 19:00:00
103,CDCgov,73,0,"RT @CDCEnvironment: Continue to use preventive actions, like washing your hands and wearing a mask, while you clean up or when returning ho…",[],2021-09-03 18:10:50
105,CDCgov,111,195,"New @CDCMMWR finds no increase in length of hospital stay or percentage of hospitalized kids &amp; teens w/COVID-19 admitted to the ICU, but cases are increasing in areas w/low vaccination rates. #Vaccination of eligible people is critical to prevent #COVID19: https://t.co/JoFQkki88g https://t.co/D07V0uK0uS","['Vaccination', 'COVID19']",2021-09-03 18:09:27
109,CDCgov,682,911,"From late June to mid-August, there was a 10x increase in the rate of hospitalizations among children ages 0-4 with #COVID19 while the #DeltaVariant was widely circulating. It is critical for children to #maskup and get vaccinated if eligible. Learn more: https://t.co/aHC1vYdKVG. https://t.co/uUeNPG6d5r","['COVID19', 'DeltaVariant', 'maskup']",2021-09-03 17:10:25
110,CDCgov,289,493,"If you aren’t fully vaccinated, get a #COVID19 vaccine as soon as you can. #WearAMask in crowded, outdoor spaces &amp; stay 6 ft from others.  

To find a COVID-19 vaccine near you: 

🔍 Search https://t.co/2akIUZ14Rd
📱 Text your ZIP code to 438829
📞 Call 1-800-232-0233 https://t.co/VGtrKUeoSd","['COVID19', 'WearAMask']",2021-09-03 16:09:29
112,CDCgov,27,0,"RT @ASTHO: Have you heard? ""Making Contact: A Training for COVID-19 Case Investigators and Contact Tracers"" has been revamped and now inclu…",[],2021-09-03 15:55:51
113,CDCgov,129,208,"#DYK? The U.S. federal government gives #COVID19 vaccines free of charge to all people living in the United States, regardless of their immigration or health insurance status. Find a vaccine near you: https://t.co/eE3ZtgfHLa. https://t.co/YVE7Fo9XAJ","['DYK', 'COVID19']",2021-09-03 15:00:01
116,CDCgov,440,898,Data from blood donations show Americans w/ COVID-19 antibodies increased from 20.5% to 83.3% after the rollout of #COVID19 vaccines. CDC is learning more about how many people need antibodies before the population can be considered protected. Learn more: https://t.co/YMdOt2DWjq https://t.co/yYjEm8ta6Z,['COVID19'],2021-09-02 19:47:52
117,CDCgov,281,448,"Masks help keep children safe against #COVID19. Everyone, vaccinated or not, including children 2+, should wear masks indoors in public in areas with high numbers of COVID-19 cases. Consider wearing masks in crowded outdoor settings. More: https://t.co/iOQv5OMdKA. https://t.co/MFCfYKyZ5M",['COVID19'],2021-09-02 19:09:46
119,CDCgov,58,119,"In addition to known risk factors for severe #COVID19 disease, a recent published CDC study identified opioid use as another potential risk factor for hospitalization among patients with COVID-19 disease. https://t.co/xuHTd6Yyt8 https://t.co/WekIvriUM9",['COVID19'],2021-09-02 18:30:05
121,CDCgov,49,119,New @CDCMMWR shows targeted screenings may help identify additional asymptomatic #COVID19 cases and reduce the potential for further spread. Learn more about how UT Austin’s screening campaigns might help reduce the spread of COVID-19. https://t.co/Gc2odlUV4H https://t.co/RgpZA4qrnZ,['COVID19'],2021-09-02 18:00:28
122,CDCgov,42,108,New @CDCMMWR report details #COVID19 outbreak after 2021 spring break among 158 university students before most were eligible for vaccines. Get vaccinated. Everyone should #MaskUp in areas with substantial or high COVID-19 spread. More: https://t.co/vLuYrNQWrx. #Vaccinate https://t.co/UZlWn8IN7j,"['COVID19', 'MaskUp', 'Vaccinate']",2021-09-02 17:10:03
126,CDCgov,144,256,.@CDCMMWR finds patients with #COVID19 had nearly 16x the risk for myocarditis (inflammation of part of the heart muscle) compared with patients without COVID-19. #Vaccination is the best way to protect against COVID-19 and its complications. https://t.co/U9YWfHli6O https://t.co/i5brIjjy91,"['COVID19', 'Vaccination']",2021-09-02 16:05:04
127,CDCgov,91,185,"#HCPs: Misinformation about #COVID19 vaccines can affect your patients’ confidence in the #vaccines. Learn how to share accurate information, fill in information gaps, and confront misinformation with evidence-based messaging: https://t.co/D9lRnqk68k. https://t.co/I2V51C6tNn","['HCPs', 'COVID19', 'vaccines']",2021-09-01 21:32:01
135,CDCgov,71,131,Child care providers: Prevent the spread of #COVID19 in your child care center. Get fully vaccinated against COVID-19 now. More: https://t.co/xyXc959VbQ. https://t.co/C4jt63hCj6,['COVID19'],2021-09-01 18:21:00
137,CDCgov,55,104,Is your school offering regular testing for #COVID19? CDC has a toolkit with print and digital resources on testing programs. Get the resources here: https://t.co/2tVvXo4VXf. https://t.co/A9QSVfmhju,['COVID19'],2021-09-01 16:00:29
143,CDCgov,71,130,CDC has a toolkit with print and digital resources on routine #COVID19 testing programs in schools. Get the resources here: https://t.co/xU8Z9k1BBe. https://t.co/OJVINCddXi,['COVID19'],2021-08-31 19:30:05
144,CDCgov,32,73,#HCPs: Not sure how to store and transport #COVID19 vaccines? Check out the “Getting Shots in Arms” webinar to learn about best practices on storing and transporting these vaccines to make sure they remain safe and effective: https://t.co/h6Lawh0ECc. https://t.co/T7AvOVCrQL,"['HCPs', 'COVID19']",2021-08-31 19:00:17
145,CDCgov,83,155,"2 linked #COVID19 outbreaks at a youth camp &amp; men’s conference resulted in 180 COVID-19 cases in 4 states, a new @CDCMMWR finds. Requiring prevention measures like #vaccination, negative test results &amp; masks can help reduce spread in group settings. More: https://t.co/3xprZ8PfPK https://t.co/8YyXZbADNu","['COVID19', 'vaccination']",2021-08-31 18:15:04
146,CDCgov,150,266,New @CDCMMWR finds patients with #COVID19 had nearly 16x the risk for myocarditis (inflammation of part of the heart muscle) compared with patients without COVID-19. #Vaccination is the best way to protect against COVID-19 and its complications. https://t.co/U9YWfHli6O https://t.co/WWs3jdzS51,"['COVID19', 'Vaccination']",2021-08-31 17:10:03
147,CDCgov,147,251,"#COVID19 vaccines are safe and effective. 

Like adults, children ages 12 and older may have some vaccine side effects, but they should go away in a few days. Your child cannot get COVID-19 from any COVID-19 vaccine.

More: https://t.co/x2LfEkflT3. https://t.co/6Zw7ifIkR6",['COVID19'],2021-08-31 16:00:01
150,CDCgov,213,477,CDC accepted the Advisory Committee on Immunization Practices’ (ACIP) recommendation for use of Pfizer-BioNTech (COMIRNATY)’s licensed #COVID19 vaccine for ppl 16 &amp; older. This follows @US_FDA’s decision to fully approve this vaccine. Get vaccinated. https://t.co/vgzHiNpEqv. https://t.co/TBQYHC54XL,['COVID19'],2021-08-31 00:01:48
156,CDCgov,194,407,"As of August 30, 204.7 million people have received at least one dose of a #COVID19 vaccine. Of those, 159.7 million are fully vaccinated. Getting vaccinated is safe, easy, and free. Make your vaccination appointment today. More: https://t.co/zYLe3H12re. https://t.co/esXtN2i4Xk",['COVID19'],2021-08-30 20:39:23
158,CDCgov,483,887,"Parents: Prevent the spread of #COVID19 this school year: 
• Get kids 12+ fully vaccinated against COVID-19. 
• All kids, vaccinated or not, should #WearAMask indoors. 
More: https://t.co/EY4kdEaqkI. https://t.co/lEmxOSpQsd","['COVID19', 'WearAMask']",2021-08-30 17:20:00
161,CDCgov,80,177,"Health departments and schools: CDC’s new #COVID19 school testing toolkit has flyers, posters, FAQs, and sample social media on COVID-19 testing in K–12 schools. Get resources here: https://t.co/xU8Z9k1BBe. https://t.co/AhlAeYhSrb",['COVID19'],2021-08-30 15:00:21
170,CDCgov,71,164,Some immunocompromised people don’t always reach the same level of immunity as other vaccinated people. Immunocompromised people who received a two-dose #COVID19 vaccine may benefit from an additional dose of vaccine to help them build more protection. https://t.co/F4bAyObDp1,['COVID19'],2021-08-27 21:00:08
171,CDCgov,124,272,"As of August 26, 203 million people in the U.S. have received at least one dose of a #COVID19 vaccine and 172 million, or about 52%, are fully vaccinated. The COVID-19 vaccines authorized or approved in the U.S. are safe &amp; effective. Learn more: https://t.co/F4bAyObDp1. https://t.co/BnXKk116x0",['COVID19'],2021-08-27 21:00:07
174,CDCgov,148,273,"If you catch #COVID19 from someone else after your 1st COVID-19 vaccine dose (in a two-dose series), you should still get your 2nd vaccine dose. Make sure you have no symptoms &amp; no longer need to isolate before your 2nd shot.
 
Find a vaccine near you: https://t.co/eE3ZtfY6TC. https://t.co/DRfXa3hBO2",['COVID19'],2021-08-27 19:44:15
175,CDCgov,999,1547,"New @CDCMMWR finds #DeltaVariant can spread rapidly in schools with unvaccinated staff &amp; students. Get a #COVID19 #vaccine. If you’re vaccinated or unvaccinated, wear a mask in public indoor spaces in areas with high or substantial spread. https://t.co/n0QaAcHudP https://t.co/rY8nLbHGu3","['DeltaVariant', 'COVID19', 'vaccine']",2021-08-27 18:40:02
177,CDCgov,76,248,"New @CDCMMWR finds that by July 31, 2021, about 4 in 10 adolescents aged 12–17 years had received 1 or more #COVID19 #vaccine doses, and 3 in 10 were fully vaccinated. Help protect your adolescents by getting them vaccinated. Learn more: https://t.co/7KrQGESJdB. https://t.co/3VJAwIgAmd","['COVID19', 'vaccine']",2021-08-27 17:10:05
180,CDCgov,839,1602,"COVID-19 vaccines are effective at protecting you from severe illness. A study published by CDC found that the Pfizer-BioNTech (COMIRNATY) &amp; Moderna #COVID19 vaccines decreased adults’ risk of being hospitalized from COVID-19 by over 90%.

Get vaccinated: https://t.co/xbvNiaVJKV. https://t.co/oS6JvQuFij",['COVID19'],2021-08-27 15:00:15
181,CDCgov,125,208,"Deaths from #COVID19 are high. The current 7-day average of new daily deaths is 864, an 11% increase from the previous week.
COVID-19 vaccines are effective at helping prevent COVID-19, especially severe illness &amp; death.
Learn more: https://t.co/qSXb5afi3w. https://t.co/sWx4rxiJ2y",['COVID19'],2021-08-26 21:46:31
186,CDCgov,143,250,.@CDCMMWR released updated flu vaccine recommendations for 2021–2022. #COVID19 vaccines may be given with #flu vaccines. Everyone 6 months and older should get a #fluvaccine this fall. More: https://t.co/7x3abK4D1z. https://t.co/suw3fRiWRr,"['COVID19', 'flu', 'fluvaccine']",2021-08-26 18:05:03
189,CDCgov,317,595,"You can’t get #COVID19 from a COVID-19 vaccine or spread it to others. The vaccines do not contain a live virus that causes COVID-19, so they cannot cause the disease. Learn more about how vaccines work: https://t.co/XqpWoZCbU3. https://t.co/WnIHXe8rpp",['COVID19'],2021-08-26 15:00:01
194,CDCgov,273,496,"CDC recommends an additional dose of #COVID19 vaccines for people who are moderately to severely immunocompromised.   

This fall, other people may begin receiving a booster dose because their immune response may have decreased over time.

More: https://t.co/77CTFuJFcO. https://t.co/sTj3az0Y70",['COVID19'],2021-08-25 20:12:03
196,CDCgov,56,132,"🧪 COVID-19 Science Update:
 
Read the latest #COVID19 research on mental health of children during the pandemic, booster doses in organ transplant recipients, and more.
 
👓 Read the full update: https://t.co/WLDzQNo1dk.",['COVID19'],2021-08-25 18:50:01
197,CDCgov,293,588,"#VaxFact - #COVID19 vaccines don’t change or interact with your DNA.

Neither mRNA (COMIRNATY/Pfizer-BioNTech, Moderna) nor viral vector (J&amp;J/Janssen) COVID-19 vaccines enter the nucleus of cells where DNA is kept. 

More: https://t.co/XqpWoZkB2v. https://t.co/Rl1J277YQx","['VaxFact', 'COVID19']",2021-08-25 18:18:03
198,CDCgov,147,313,"#COVID19 vaccines are working very well to prevent severe COVID-19 illness, hospitalization, and death.

However, there is some reduced protection against mild and moderate disease.

More: https://t.co/77CTFuJFcO. https://t.co/lQZiHjKB9T",['COVID19'],2021-08-25 17:00:18
200,CDCgov,56,157,Parents: V-safe is a smartphone-based tool that uses text messaging to provide health check-ins after family members receive a #COVID19 #vaccine. Adolescents ages 12 and older can be enrolled in v-safe. Learn more: https://t.co/6IKjCDM4ZR. https://t.co/UgR9XNK0hu,"['COVID19', 'vaccine']",2021-08-25 16:00:25
204,CDCgov,199,420,"Right now, there’s not enough data to support getting an mRNA #COVID19 vaccine (COMIRNATY/Pfizer-BioNTech or Moderna) booster after getting Johnson &amp; Johnson’s (J&amp;J) vaccine. 

However, people who received J&amp;J will probably need a booster dose.

More: https://t.co/77CTFuJFcO. https://t.co/8fgVYrbDHf",['COVID19'],2021-08-24 20:03:02
207,CDCgov,248,449,"People who received Johnson &amp; Johnson’s (J&amp;J) #COVID19 vaccine will likely need a booster dose too.

Health officials will keep looking at all the data to make a decision on J&amp;J boosters. 

More: https://t.co/77CTFuJFcO. https://t.co/Sq2yC2wc6v",['COVID19'],2021-08-24 19:14:48
208,CDCgov,541,975,"A new CDC study finds that while the #DeltaVariant surged in Los Angeles, CA the COVID-19 vaccines continued to prevent #COVID19 related infections, hospitalizations, ICU stays, or deaths. Get a COVID-19 vaccine to help protect yourself and others. More: https://t.co/zMQN3NOytB. https://t.co/j8GTOd13vm","['DeltaVariant', 'COVID19']",2021-08-24 18:15:06
209,CDCgov,83,178,"New @CDCMMWR study of health care and frontline workers shows that #COVID19 #vaccines reduce the risk of infection from multiple COVID-19 variants, including the #DeltaVariant. Get vaccinated if you haven’t already. More: https://t.co/r25PKvOlgi. https://t.co/E8tbtK8OEq","['COVID19', 'vaccines', 'DeltaVariant']",2021-08-24 17:10:04
212,CDCgov,1021,1976,"COMIRNATY/Pfizer-BioNTech #COVID19 vaccine received full @US_FDA approval. It’s safe and effective at helping prevent severe illness, hospitalization &amp; death from COVID-19, including the #DeltaVariant. If you’ve been waiting to get vaccinated, do it today: https://t.co/2akIUZ14Rd https://t.co/nsBxAGP3nG","['COVID19', 'DeltaVariant']",2021-08-23 20:45:01
213,CDCgov,198,471,"As of August 23, 201.7 million people have received at least one dose of a #COVID19 vaccine. Of those, 171.1 million, or over half, are fully vaccinated. Getting vaccinated is safe, easy, and free. Make your vaccination appointment today. More: https://t.co/zYLe3H12re. https://t.co/L1Lqvp7OSz",['COVID19'],2021-08-23 20:16:01
214,CDCgov,167,306,"#Parents: While most children who get #COVID19 don’t get very sick, rates of severe COVID-19 illness and hospitalization are going up in kids and teens.

Get your children ages 12 and older vaccinated to help protect them and your family. 

More: https://t.co/x2LfEkflT3. https://t.co/OrER0ArspI","['Parents', 'COVID19']",2021-08-23 19:00:45
215,CDCgov,136,224,"Health tips for back to school during COVID-19: It is important to consider the health and well-being of students and staff, and address issues with #COVID19, mental and physical health, &amp; managing other chronic health conditions. Full statement: 
https://t.co/9pIUETuQdU.",['COVID19'],2021-08-23 18:04:44
217,CDCgov,1172,1864,"Your chance of being infected by the #DeltaVariant is lower if you’re vaccinated. Some vaccinated people can be infected by &amp; spread Delta. 
Get vaccinated. Even if you are, wear a mask indoors in public in an area of substantial or high spread. 
https://t.co/vwRERgshEJ
#COVID19","['DeltaVariant', 'COVID19']",2021-08-23 15:29:15
218,CDCgov,40,98,"Join today’s CDC #COVID19 Partner Update Call, “Mental Health is Public Health: Tools for State and Local Partners During COVID-19,” at 4 p.m. EDT.

Retweet and Register: https://t.co/6pugJpxGH6.

#MentalHealth #COVID19 https://t.co/JDmwdzgePb","['COVID19', 'MentalHealth', 'COVID19']",2021-08-23 15:02:41
221,CDCgov,121,221,"See the latest info on the impact of #COVID19 on pregnant women and their infants, including data on trimester of infection, whether delivery was cesarean or infants were born preterm, and results of infants tested for the virus: https://t.co/COP6cIBYcV. https://t.co/CYK3IIpVhm",['COVID19'],2021-08-22 18:45:02
222,CDCgov,581,1083,The CDC recommends getting vaccinated if you are pregnant or want to get pregnant in the future to stay protected from COVID-19. COVID-19 vaccines are safe &amp; effective for pregnant people &amp; do not cause fertility problems in men or women. https://t.co/2akIUZ14Rd #WeCanDoThis https://t.co/KjsSYFBePu,['WeCanDoThis'],2021-08-22 17:29:03
226,CDCgov,126,231,Drug overdose deaths have increased during the COVID-19 pandemic. Know the signs of an overdose. Save a life. Learn more: https://t.co/0yggwTCemp. https://t.co/hkPuyZBaDI,[],2021-08-21 15:00:17
229,CDCgov,100,222,"#COVID19 vaccination among pregnant people is low in the U.S. CDC data show that vaccines are safe for people who are pregnant, including early in pregnancy &amp; around the time of conception. If you’re pregnant, get vaccinated as soon as you can. More: https://t.co/F4bAyObDp1. https://t.co/cAAW6G796Y",['COVID19'],2021-08-20 21:00:03
230,CDCgov,88,182,"Recent COVID-NET data show that #COVID19 hospitalization rates for non-Hispanic Black people have increased &amp; are the highest of any race/ethnicity group. COVID-19 vaccination is the best way to protect against severe disease, hospitalization &amp; death More: https://t.co/qpYN3dSJL8 https://t.co/8U6ffRcoNV",['COVID19'],2021-08-20 20:01:30
231,CDCgov,135,255,"#COVID19 vaccines remain effective at reducing risk of severe disease, hospitalization, &amp; death.

The science of COVID-19 constantly evolves. We’re looking at all available data on how well vaccines work. The goal is to offer boosters this fall. More: https://t.co/uKs9QUq5s8. https://t.co/pyQUk0mdJ7",['COVID19'],2021-08-20 19:18:01
233,CDCgov,152,300,"Once FDA approves &amp; ACIP recommends a #COVID19 booster dose, the goal is for those who received their shots in the earlier phases of vaccine rollout to get the first booster doses. More: https://t.co/uKs9QUHGQI. https://t.co/DdbVfYRW9P",['COVID19'],2021-08-20 18:18:32
