,username,retweets,likes,text,hashtags,time
10,COVIDNewsByMIB,16,50,"#IndiaFightsCorona:

आप कैमरे की निगरानी में हैं,
टीका नहीं लगवाने वाले परेशानी में हैं।

लगवाएं टीका, पहनें मास्क, धोएँ हाथ बार-बार मिलकर करें कोरोना पर वार

#Unite2FightCorona #StaySafe #We4Vaccine https://t.co/sP2AzGadhC","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe', 'We4Vaccine']",2021-09-15 11:27:27
11,COVIDNewsByMIB,25,56,"#IndiaFightsCorona:

📍India registered more than 38 Thousand (38,012) #COVID19 recoveries in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona

@MoHFW_INDIA https://t.co/U9N0vKBP4Q","['IndiaFightsCorona', 'COVID19', 'StaySafe', 'COVIDAppropriateBehaviour', 'Unite2FightCorona']",2021-09-15 10:44:22
12,COVIDNewsByMIB,19,38,"#IndiaFightsCorona:

📍More than 16 Lakh (16,10,829) #COVID19 samples tested in the last 24 hours.

☑️Together, we can win the battle against COVID-19.

➡️#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 

@MoHFW_INDIA https://t.co/z2HBsmfAe4","['IndiaFightsCorona', 'COVID19', 'StaySafe', 'COVIDAppropriateBehaviour', 'Unite2FightCorona']",2021-09-15 10:03:25
13,COVIDNewsByMIB,29,65,"#IndiaFightsCorona:

#COVID19Vaccination Status (As on 15th September 2021, 8:00 AM)

✅Total vaccine doses administered (so far): 75,89,12,277

✅Vaccine doses administered (in last 24 hours): 61,15,690

#We4Vaccine #LargestVaccinationDrive

@ICMRDELHI @DBTIndia https://t.co/Dw2kXcw6km","['IndiaFightsCorona', 'COVID19Vaccination', 'We4Vaccine', 'LargestVaccinationDrive']",2021-09-15 09:34:02
14,COVIDNewsByMIB,38,113,"#IndiaFightsCorona:

📍More than 45.0 crore doses administered in first 85 days of the World's Largest Free-For-All Vaccination Drive launched on June 21, 2021. (As on September 14, 2021)

➡️ But this fight isn't over yet, strengthen the country's endeavour by getting #vaccinated https://t.co/VElBUetLgu","['IndiaFightsCorona', 'vaccinated']",2021-09-15 08:55:23
15,COVIDNewsByMIB,27,72,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 61 𝒍𝒂𝒌𝒉 (61,15,690) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

➡️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/l1NFAGV0b2","['IndiaFightsCorona', 'COVID19', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-15 08:01:06
16,COVIDNewsByMIB,26,65,"#IndiaFightsCorona:

📍𝗖𝗼𝗺𝗺𝗼𝗻 &amp; 𝗥𝗮𝗿𝗲 𝘀𝘆𝗺𝗽𝘁𝗼𝗺𝘀 𝗼𝗳 #𝗖𝗢𝗩𝗜𝗗𝟭𝟵👇

✅Fever
✅Dry Cough
✅Weakness
✅Loss of taste or smell
✅Body Ache

#StaySafe 
#Unite2FightCorona https://t.co/oRmDaHIuYt","['IndiaFightsCorona', '𝗖𝗢𝗩𝗜𝗗𝟭𝟵', 'StaySafe', 'Unite2FightCorona']",2021-09-15 07:35:11
17,COVIDNewsByMIB,17,31,"#IndiaFightsCorona

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 74.25 Cr vaccine doses provided to States/UTs.

➡️ More than 4.62 Cr doses still available with States/UTs to be administered.

➡️ 1.8 Cr doses are in pipeline.

Details: https://t.co/Xj8ud4gLUn https://t.co/cEhe8B9f47","['IndiaFightsCorona', '𝐂𝐎𝐕𝐈𝐃𝟏𝟗']",2021-09-15 06:52:10
18,COVIDNewsByMIB,7,10,"#IndiaFightsCorona:

✅75.89 crore vaccine doses administered so far

✅Testing capacity substantially ramped up - 54.60 crore tests conducted so far

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona 

Details: https://t.co/reo60dtqvN","['IndiaFightsCorona', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-15 06:36:47
19,COVIDNewsByMIB,8,10,"#IndiaFightsCorona:

✅Active caseload further declines at 3.51 lakh

✅Active cases constitute 1.05% of total cases

✅Weekly positivity rate drops to less than 5%, currently at 2.00%

#Unite2FightCorona 
#StayHomeStaySafe 

3/4 https://t.co/jY6aAxy7DC","['IndiaFightsCorona', 'Unite2FightCorona', 'StayHomeStaySafe']",2021-09-15 06:36:43
20,COVIDNewsByMIB,3,5,"#IndiaFightsCorona:

✅38,012 patients recovered during last 24 hours

✅3.25 crore total recoveries across the country so far

✅Recovery rate increases to 97.62%

#Unite2FightCorona #StaySafe 

2/4 https://t.co/McSSYQAqsD","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe']",2021-09-15 06:36:37
21,COVIDNewsByMIB,16,26,"#IndiaFightsCorona:

📍#COVID19 UPDATE (As on 15th September, 2021)

✅27,176 new cases in the last 24 hours

✅Daily positivity rate reported to be 1.69%

#Unite2FightCorona #StaySafe 

1/4 https://t.co/546hDpjcCX","['IndiaFightsCorona', 'COVID19', 'Unite2FightCorona', 'StaySafe']",2021-09-15 06:36:33
22,COVIDNewsByMIB,29,78,"#IndiaFightsCorona:

📍𝑰𝒏𝒅𝒊𝒂'𝒔 #𝑽𝒂𝒄𝒄𝒊𝒏𝒂𝒕𝒊𝒐𝒏𝑫𝒓𝒊𝒗𝒆 𝒄𝒓𝒐𝒔𝒔𝒆𝒔 75.89 𝒄𝒓𝒐𝒓𝒆 𝒎𝒂𝒓𝒌 𝒐𝒇 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒅𝒐𝒔𝒆𝒔.

☑️#StaySafe, follow #COVIDAppropriateBehaviour and get yourself vaccinated💉

#We4Vaccine 
#LargestVaccinationDrive https://t.co/unhmsWje0I","['IndiaFightsCorona', '𝑽𝒂𝒄𝒄𝒊𝒏𝒂𝒕𝒊𝒐𝒏𝑫𝒓𝒊𝒗𝒆', 'StaySafe', 'COVIDAppropriateBehaviour', 'We4Vaccine', 'LargestVaccinationDrive']",2021-09-15 06:03:10
23,COVIDNewsByMIB,26,57,"#IndiaFightsCorona:

📍#𝑪𝑶𝑽𝑰𝑫19 𝑽𝒂𝒄𝒄𝒊𝒏𝒆 𝑫𝒐𝒔𝒆𝒔: 𝑨𝒈𝒆-𝒘𝒊𝒔𝒆 𝑫𝒊𝒔𝒕𝒓𝒊𝒃𝒖𝒕𝒊𝒐𝒏 (As on September 15th, 2021, till 10:00 AM)

✅ Above 60 years: 19.2%
✅ 45-60 years: 29.3%
✅ 18-44 years: 51.5%

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/jzeDHBPim1","['IndiaFightsCorona', '𝑪𝑶𝑽𝑰𝑫19', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-15 05:47:13
24,COVIDNewsByMIB,18,45,"#CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on September 15, 2021)

▶97.62% Cured/Discharged/Migrated (3,25,22,171)
▶1.05% Active cases (3,51,087)
▶1.33% Deaths (4,43,497)

Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths

#StaySafe https://t.co/2UyD2rfRjP","['CoronaVirusUpdates', 'COVID19', 'StaySafe']",2021-09-15 05:13:45
25,COVIDNewsByMIB,7,15,"#IndiaFightsCorona:

➡️ More than 54.60 Cr COVID Tests conducted so far.

➡️ Weekly Positivity Rate currently at 2.00%.

➡️ Daily Positivity Rate at 1.69%; less than 3% for 16 consecutive days.

Details: https://t.co/j3l66FKFnq

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/4Cr1HySwt3","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-15 04:38:16
26,COVIDNewsByMIB,10,22,"#IndiaFightsCorona:

➡️ India's Active Caseload  (3,51,087) constitute 1.05% of Total Cases.

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/1ZTS5ip34w","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-15 04:38:14
27,COVIDNewsByMIB,1,9,"#IndiaFightsCorona:

➡️ 27,176 New Cases reported in last 24 hours.

➡️ Less than 50,000 Daily New Cases reported for 80 continuous days.

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/pbX6toxyP6","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-15 04:38:12
28,COVIDNewsByMIB,1,7,"#IndiaFightsCorona:

➡️ India's Recovery Rate currently at 97.62%.

➡️ India's Cumulative Recoveries over 3.25 Cr (3,25,22,171).

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/Pr1t0EGjcp","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-15 04:38:10
29,COVIDNewsByMIB,15,37,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 75.89 Cr (75,89,12,277).

➡️ 61.15 lakh vaccine doses administered in last 24 hours.

#Unite2FightCorona 
#We4Vaccine
#LargestVaccinationDrive https://t.co/ThX9Q1e95K","['IndiaFightsCorona', 'COVID19', 'Unite2FightCorona', 'We4Vaccine', 'LargestVaccinationDrive']",2021-09-15 04:38:08
30,COVIDNewsByMIB,19,34,"#IndiaFightsCorona:

📍When to discontinue Home Isolation or seek Medical support

✅No fever for 3 days
✅No need for testing after Home Isolation period is over
✅Difficulty in breathing
✅Persistent pain/pressure in the chest 

#Unite2FightCorona 
#StayHomeStaySafe https://t.co/rNG9MItP6H","['IndiaFightsCorona', 'Unite2FightCorona', 'StayHomeStaySafe']",2021-09-15 04:19:16
31,COVIDNewsByMIB,29,49,"#IndiaFightsCorona:

📍Do NOT believe in rumours about any coronavirus variant - Alpha, Beta, Gamma, or Delta.

➡️Follow A-B-C-D of the fight against infodemic:

✅A: Advise
✅B: Believe
✅C: Cross-check
✅D: Do NOT promote fear

#Unite2FightCorona #StaySafe #We4Vaccine https://t.co/zJxtD0PNku","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe', 'We4Vaccine']",2021-09-15 03:53:46
32,COVIDNewsByMIB,68,194,"#IndiaFightsCorona:

📍Improve Lung Oxygenation by lying in #Prone position:

☑️If the oximeter reading shows SpO2 levels below 94%, patients in home care are advised to lie prone on thier stomachs. This will improve breathing &amp; increase oxygen saturation.

#Unite2FightCorona https://t.co/vDMXUKimnk","['IndiaFightsCorona', 'Prone', 'Unite2FightCorona']",2021-09-15 03:29:18
33,COVIDNewsByMIB,7,37,"#IndiaFightsCorona

➡️ India's Cumulative Vaccination Coverage crosses 75.81 Cr.

➡️ More than 54 lakh Vaccine Doses administered today till 7 pm.

#Unite2FightCorona
#LargestVaccineDrive

Details: https://t.co/FQdnPHqhjX https://t.co/NPhWLCMv84","['IndiaFightsCorona', 'Unite2FightCorona', 'LargestVaccineDrive']",2021-09-14 15:42:33
34,COVIDNewsByMIB,33,114,"#IndiaFightsCorona

मास्क लगाना मजबूरी नहीं है, बल्कि आपकी सुरक्षा के लिए बहुत ज़रूरी है। इसलिए इसे दरकिनार ना करें। जब भी बाहर जाएँ मास्क ज़रूर लगाएँ।

#Unite2FightCorona #StaySafe https://t.co/Omn8nfbQaO","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe']",2021-09-14 15:07:50
35,COVIDNewsByMIB,12,29,"#IndiaFightsCorona:

📍Symptomatic pregnant women are at an increased risk of severe diseases and it might affect the foetus too. Hence, COVID-19 vaccine is recommended for pregnant women.

✅ Continue following #COVIDAppropriateBehaviour 

#We4Vaccine https://t.co/Ei6zYfMGeY","['IndiaFightsCorona', 'COVIDAppropriateBehaviour', 'We4Vaccine']",2021-09-14 14:39:40
36,COVIDNewsByMIB,25,75,"#IndiaFightsCorona:

📍How do we treat children with asymptomatic  #COVID19 disease❓❓

➡️Children with asymptomatic &amp; mild COVID can be managed at home.

➡️One person should provide care to child &amp; should also stay in isolation.

#Unite2FightCorona 
https://t.co/pu0BOrw0d9","['IndiaFightsCorona', 'COVID19', 'Unite2FightCorona']",2021-09-14 13:43:06
37,COVIDNewsByMIB,16,29,"#IndiaFightsCorona:

📍ग्राहक हमारे लिए भगवान है,
     टीका लगवाएं, कीमती आपकी जान है।

✅मास्क ठीक से लगाएँ
✅दो गज़ दूरी बनाये रखें
✅समय पर हाथ धोएँ
✅अपनी बारी आने पर वैक्सीन ज़रूर लगवाएं

बदलकर अपना व्यवहार
करेंगे कोरोना पर वार

#We4Vaccine
#StaySafe https://t.co/A40ytkucZr","['IndiaFightsCorona', 'We4Vaccine', 'StaySafe']",2021-09-14 13:18:53
38,COVIDNewsByMIB,16,34,"#IndiaFightsCorona:

📍Wear masks😷

➡️A double layer cotton homemade mask is better than none.

➡️#N95Mask offers maximum protection.

☑️Wear masks when away from home and also at home when with outsiders.

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/g9xa72pxe7","['IndiaFightsCorona', 'N95Mask', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-14 12:53:16
39,COVIDNewsByMIB,43,98,"#IndiaFightsCorona:

📍खुद को संभाले रखना
     औरों को सतर्क करना

सफाई भी, दवाई भी, कड़ाई भी
जीतेंगे कोरोना से लड़ाई भी 

#Unite2FightCorona 
#StaySafe #StayHome https://t.co/qmRkBCmf77","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe', 'StayHome']",2021-09-14 12:03:59
40,COVIDNewsByMIB,21,53,"#CoronaVirusUpdates:

📍#COVID19 testing status update:

@ICMRDELHI stated that 54,44,44,967 samples tested upto September 13, 2021

14,30,891 samples tested on September 13, 2021

#IndiaFightsCorona #Unite2FightCorona #StaySafe 

@DBTIndia https://t.co/Xkg0ra0TwL","['CoronaVirusUpdates', 'COVID19', 'IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe']",2021-09-14 11:36:21
41,COVIDNewsByMIB,23,65,"#IndiaFightsCorona:

📍More than 14.30 Lakh (14,30,891) #COVID19 samples tested in the last 24 hours.

☑️Together, we can win the battle against COVID-19.

➡️#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 

@MoHFW_INDIA https://t.co/bfAFZRvjBn","['IndiaFightsCorona', 'COVID19', 'StaySafe', 'COVIDAppropriateBehaviour', 'Unite2FightCorona']",2021-09-14 10:58:20
42,COVIDNewsByMIB,23,57,"#IndiaFightsCorona:

📍India registered more than 37 Thousand (37,127) #COVID19 recoveries in the last 24 hours.

✅Together, we can win the battle against COVID-19.

➡#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona

@MoHFW_INDIA https://t.co/4QoJqVWRYC","['IndiaFightsCorona', 'COVID19', 'StaySafe', 'COVIDAppropriateBehaviour', 'Unite2FightCorona']",2021-09-14 09:59:34
43,COVIDNewsByMIB,32,92,"#IndiaFightsCorona:

📍𝑴𝒐𝒓𝒆 𝒕𝒉𝒂𝒏 78 𝒍𝒂𝒌𝒉 (78,66,950) 𝒗𝒂𝒄𝒄𝒊𝒏𝒆 𝒅𝒐𝒔𝒆𝒔 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 𝒍𝒂𝒔𝒕 24 𝒉𝒐𝒖𝒓𝒔.

➡️Together we can win the battle against #COVID19.

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/2n8HOYZElz","['IndiaFightsCorona', 'COVID19', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-14 09:01:42
44,COVIDNewsByMIB,35,107,"#IndiaFightsCorona:

📍𝑰𝒏𝒅𝒊𝒂'𝒔 #𝑽𝒂𝒄𝒄𝒊𝒏𝒂𝒕𝒊𝒐𝒏𝑫𝒓𝒊𝒗𝒆 𝒄𝒓𝒐𝒔𝒔𝒆𝒔 75.22 𝒄𝒓𝒐𝒓𝒆 𝒎𝒂𝒓𝒌 𝒐𝒇 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒅𝒐𝒔𝒆𝒔.

☑️#StaySafe, follow #COVIDAppropriateBehaviour and get yourself vaccinated💉

#We4Vaccine 
#LargestVaccinationDrive https://t.co/aiKTFj9KDw","['IndiaFightsCorona', '𝑽𝒂𝒄𝒄𝒊𝒏𝒂𝒕𝒊𝒐𝒏𝑫𝒓𝒊𝒗𝒆', 'StaySafe', 'COVIDAppropriateBehaviour', 'We4Vaccine', 'LargestVaccinationDrive']",2021-09-14 08:12:59
45,COVIDNewsByMIB,7,9,"#IndiaFightsCorona:

✅75.22 crore vaccine doses administered so far

✅Testing capacity substantially ramped up - 54.44 crore tests conducted so far

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona 

Details: https://t.co/PjiOkrAbNn https://t.co/OhHFMfjKFb","['IndiaFightsCorona', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-14 07:32:11
46,COVIDNewsByMIB,9,9,"#IndiaFightsCorona:

✅Active caseload further declines at 3.62 lakh

✅Active cases constitute 1.09% of total cases

✅Weekly positivity rate drops to less than 5%, currently at 2.07%

#Unite2FightCorona 
#StayHomeStaySafe 

3/4 https://t.co/0C9GmUsKA3","['IndiaFightsCorona', 'Unite2FightCorona', 'StayHomeStaySafe']",2021-09-14 07:32:06
47,COVIDNewsByMIB,1,6,"#IndiaFightsCorona:

✅37,127 patients recovered during last 24 hours

✅3.24 crore total recoveries across the country so far

✅Recovery rate increases to 97.58%

#Unite2FightCorona #StaySafe 

2/4 https://t.co/MRdqpcQnx8","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafe']",2021-09-14 07:32:02
48,COVIDNewsByMIB,16,30,"#IndiaFightsCorona:

📍#COVID19 UPDATE (As on 14th September, 2021)

✅25,404 new cases in the last 24 hours

✅Daily positivity rate reported to be 1.78%

#Unite2FightCorona #StaySafe 

1/4 https://t.co/9J2uMvutEe","['IndiaFightsCorona', 'COVID19', 'Unite2FightCorona', 'StaySafe']",2021-09-14 07:31:57
49,COVIDNewsByMIB,19,15,"#IndiaFightsCorona:

📍#𝑪𝑶𝑽𝑰𝑫19 𝑽𝒂𝒄𝒄𝒊𝒏𝒆 𝑫𝒐𝒔𝒆𝒔: 𝑨𝒈𝒆-𝒘𝒊𝒔𝒆 𝑫𝒊𝒔𝒕𝒓𝒊𝒃𝒖𝒕𝒊𝒐𝒏 (As on September 14th, 2021, till 10:00 AM)

✅ Above 60 years: 19.3%
✅ 45-60 years: 29.3%
✅ 18-44 years: 51.4%

#We4Vaccine
#LargestVaccinationDrive
#Unite2FightCorona https://t.co/7c3XBUEoe3","['IndiaFightsCorona', '𝑪𝑶𝑽𝑰𝑫19', 'We4Vaccine', 'LargestVaccinationDrive', 'Unite2FightCorona']",2021-09-14 07:05:04
50,COVIDNewsByMIB,26,55,"#IndiaFightsCorona:

📍Daily New Cases vis-à-vis Daily Samples Tested (As on 14th September, 2021, Till 8:00 AM)

☑️#StaySafe and follow #COVIDAppropriateBehaviour 

#Unite2FightCorona 
#StayHomeStaySafe https://t.co/oZRB1hcB89","['IndiaFightsCorona', 'StaySafe', 'COVIDAppropriateBehaviour', 'Unite2FightCorona', 'StayHomeStaySafe']",2021-09-14 06:33:24
51,COVIDNewsByMIB,28,53,"#CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on September 14, 2021)

▶97.58% Cured/Discharged/Migrated (3,24,84,159)
▶1.09% Active cases (3,62,207)
▶1.33% Deaths (4,43,213)

Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths

#StaySafe https://t.co/WAPYtrSYXF","['CoronaVirusUpdates', 'COVID19', 'StaySafe']",2021-09-14 06:05:56
52,COVIDNewsByMIB,35,105,"#IndiaFightsCorona:

#COVID19Vaccination Status (As on 14th September 2021, 8:00 AM)

✅Total vaccine doses administered (so far): 75,22,38,324

✅Vaccine doses administered (in last 24 hours): 78,66,950

#We4Vaccine #LargestVaccinationDrive

@ICMRDELHI @DBTIndia https://t.co/p1VGcLjiQO","['IndiaFightsCorona', 'COVID19Vaccination', 'We4Vaccine', 'LargestVaccinationDrive']",2021-09-14 05:24:34
53,COVIDNewsByMIB,22,60,"#IndiaFightsCorona:

📍More than 44.4 crore doses administered in first 84 days of the World's Largest Free-For-All Vaccination Drive launched on June 21, 2021. (As on September 14, 2021)

➡️ But this fight isn't over yet, strengthen the country's endeavour by getting #vaccinated https://t.co/J41l4W09yI","['IndiaFightsCorona', 'vaccinated']",2021-09-14 05:10:51
54,COVIDNewsByMIB,11,12,"#IndiaFightsCorona:

➡️ More than 54.44 Cr COVID Tests conducted so far.

➡️ Weekly Positivity Rate currently at 2.07%.

➡️ Daily Positivity Rate at 1.78%; less than 3% for 15 consecutive days.

Details: https://t.co/ustbDs0KEj

#Unite2FightCorona
#StaySafeStayHealthy https://t.co/x8NP3bQf4g","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-14 04:53:39
55,COVIDNewsByMIB,10,15,"#IndiaFightsCorona:

➡️ India's Active Caseload  (3,62,207) constitute 1.09% of Total Cases.

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/XVggcsdVcT","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-14 04:53:38
56,COVIDNewsByMIB,1,4,"#IndiaFightsCorona:

➡️ 25,404 New Cases reported in last 24 hours.

➡️ Less than 50,000 Daily New Cases reported for 79 continuous days.

#Unite2FightCorona 
#StaySafeStayHealthy https://t.co/mMhi4hvdC9","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-14 04:53:37
57,COVIDNewsByMIB,1,6,"#IndiaFightsCorona:

➡️ India's Recovery Rate currently at 97.58%.

➡️ India's Cumulative Recoveries over 3.24 Cr (3,24,84,159). 

#Unite2FightCorona
#StaySafeStayHealthy https://t.co/IZJN5E0i5T","['IndiaFightsCorona', 'Unite2FightCorona', 'StaySafeStayHealthy']",2021-09-14 04:53:35
